fips_code,lstm_case_rmse,lstm_death_rmse
48001,201.00624618357963,0.9206848326501611
48003,7.557862930909012,0.2763801646490019
48005,29.049744424126864,1.1128801210477628
48007,15.764732861124552,0.3643737582409131
48009,5.178137185942098,
48011,1.0773179322162485,
48013,68.54140975133762,0.595392858225288
48015,15.06793682908561,0.31506443840641796
48017,2.227843285557378,0.1437911083242857
48019,11.73976526279175,0.2853212313403384
48021,10.846195232698998,0.5039191605307766
48023,0.8819367808455171,
48025,67.41739885800894,0.6949405928157507
48027,62.52399044523572,1.1885476525627137
48029,674.9477631758093,22.866424385853072
48031,2.650679183481389,0.053692852144495415
48035,5.777712663495018,0.33873428819734386
48037,19.007445810429758,2.781375554574491
48039,83.83592380999687,1.802879714409816
48041,76.72070724135368,0.7112138268973952
48043,2.385310485934407,0.18312843254999198
48045,0.3218633067568551,0.03559380769729614
48047,5.6738914184814675,0.878572840223328
48049,23.99734215577626,0.4959802441068451
48051,2.744441318431718,0.14814732751755852
48053,8.220552730657497,0.3573579331098715
48055,18.29970141017827,0.5284008674676897
48057,49.23138461264103,0.2570078302908878
48059,6.270947213389318,0.026681512594223022
48061,1069.6541715683843,19.37321840404771
48063,9.225884601757164,0.3028056458724783
48065,0.7814912095841899,
48067,5.269423119147488,0.6444905145950232
48069,2.285417183784722,0.1431264548572475
48071,13.046382520826224,0.5453722366389768
48073,40.38129895492926,0.6994916972687788
48075,2.3522806441436486,
48077,3.1818898909631077,0.12913622165249083
48079,3.3184812933932117,
48081,1.0635553386144887,0.18254711593405373
48083,2.1019015806872594,
48085,529.0428563194704,1.8467217182999294
48087,0.5770354260629323,
48089,7.802544316175227,0.30836789988252694
48091,33.49545095177042,2.5026850066027015
48093,7.372936050707329,0.13319042036449555
48095,16.253557630462975,
48097,6.238195532073299,0.22480617732587704
48099,99.39064700208672,0.3301894513296333
48101,2.1842102636262064,0.1290132498544486
48103,1.0499481158265858,0.030576854944228904
48105,2.2650385721532222,0.251756820205367
48107,1.4626478097020508,0.1828841069693797
48109,1.473262155117922,0.07598075270652771
48111,2.540291092364568,0.32328375852219354
48113,4042.4180943677948,7.510753967114851
48115,36.75574484951136,0.35786371262008954
48117,14.71558155527761,0.22700287463944668
48119,0.5705077190677639,
48121,62.060914690975565,1.563487986925255
48123,21.576211967574267,1.0347884492433923
48125,1.6481334617423193,0.12906356071766212
48127,19.147400409148567,0.36580467336484357
48129,0.7211061591397564,
48131,11.581309722609017,0.8515135896010922
48133,6.745656972356906,0.22109656062489555
48135,21.781546794108905,1.080316809323851
48137,4.504948214434308,
48139,59.68711292025604,0.9291246252296249
48141,137.44019286689706,7.155518479855075
48143,10.833629320921817,0.43763125861383556
48145,7.835483090553611,0.34762806107861893
48147,154.44907613089492,0.325454576287821
48149,5.417168991005039,0.40758167064527223
48151,1.460616572200804,0.18550881100801386
48153,1.0600981595698844,0.24928898000528835
48155,1.764659632215359,
48157,446.79188357717715,3.5715528061106983
48159,1.5421177583678574,0.33807616248555755
48161,21.586977550315176,
48163,100.21449548511322,0.25164051496317225
48165,10.652318147455324,
48167,63.13583182647643,1.132766141241188
48169,1.332964128937859,0.19544369140363435
48171,13.49481136317973,0.2830826188254883
48173,0.22990962989921657,
48175,4.59380061165095,0.2398691194146172
48177,153.73404634462568,0.4482798997316171
48179,4.438130356027107,0.2583517754168417
48181,24.7908497092769,1.1921777205184838
48183,59.70580901983568,1.55853854184487
48185,9.98714789772887,0.5641585132276057
48187,1078.0927227894413,0.9560660438421493
48189,58.31999964470584,1.4153720756172867
48191,1.0364256666991116,0.002860039472579956
48193,14.19780548299765,0.19636256080061157
48195,3.225119160249705,0.4145859007726957
48197,0.9067570666838334,
48199,31.926668887705773,1.331873336290528
48201,3934.8125503483743,18.68972820166485
48203,5.535629039633407,0.1909971460700035
48205,1.3563494556442546,0.001060187816619873
48207,2.2615017024099497,
48209,204.35025534660483,1.3154357318107837
48211,1.6610035113975066,
48213,9.997907298821332,0.43714472809817456
48215,238.47650660862757,19.536685022771604
48217,34.723468458056814,0.4037410070895823
48219,4.19906702106394,0.2964900048791019
48221,13.047369807791524,0.6582219539762988
48223,9.633562237429125,0.6933377092567072
48225,57.26183212599755,0.27959650300219285
48227,54.00045855976215,0.5583483723322075
48229,1.7869018457197579,0.13336265424813262
48231,15.01506716819127,0.5400687337158073
48233,2.778348456472643,0.2543932933104372
48235,0.2949255723758177,
48237,4.850097359850811,
48239,22.850510753189297,0.46119998002671964
48241,6.770819227048143,1.0483145958496856
48243,0.7597737814649405,
48245,47.575982977349646,1.585001732193931
48247,2.1263078535771727,0.1809629948145236
48249,62.500592760418485,0.8411377812847951
48251,43.590775247586336,0.7315494459176424
48253,6.15705163300035,
48255,46.67794528956408,0.49576762306050387
48257,33.425762183720856,0.7593978533200463
48259,18.6895671668342,0.3302183089863587
48261,0.28798071410823184,0.1310685433402852
48263,0.3809836036246447,
48265,24.993029335181422,0.27025924244821775
48267,0.3390033193246154,
48271,4.040703916014172,
48273,32.08923290466178,1.4889784485111586
48275,2.724447126828786,
48277,43.728628113561626,0.7540470473546295
48279,2.721111731037437,0.8268822872494669
48281,6.1044552082797425,0.602144981935272
48283,9.556315666078465,0.6143822409391904
48285,34.82500397786548,0.7011279866826197
48287,2.8297782096823516,0.3051873308183899
48289,2.463809943593525,0.2829973188161434
48291,44.031437268238136,0.6339067187805808
48293,28.45521896521919,0.4725035456480123
48295,0.7377921541886528,
48297,7.869595869799693,0.38606403498140224
48299,1.4942009804218055,0.12947557027354056
48303,128.8440741679375,1.2043698657448751
48305,2.4773858300837506,0.13640350017556488
48307,5.689492765713594,0.2883918934310808
48309,43.455627061198896,2.7664504335033198
48311,0.7995817609288495,
48313,26.16626177292075,
48315,1.9578550159828454,0.6464518863145061
48317,1.4052277653212253,0.24047101833510048
48319,2.2479373131420286,
48321,15.882707477181013,0.7686078703807819
48323,91.47787806680952,3.50815176927853
48325,25.42984052042041,0.6078367670725973
48327,0.6120839750860616,
48329,103.44545733512754,5.542935127954938
48331,6.551339449835623,0.2189995320714979
48333,1.3680333772329896,
48335,1.7877112984764894,
48337,3.928416240969978,0.22566366598070006
48339,93.16089699619886,1.9337886276547134
48341,4.90647666310377,0.4124760820213138
48343,2.815175599440249,0.25862198021550364
48345,0.2675668181715852,
48347,13.68837777071007,0.7385007189439242
48349,18.341953475568133,0.684017876213986
48351,5.359368770612717,0.5660056230568973
48353,5.6538632553261845,0.19271208175040855
48355,256.46641918558237,4.629726893040656
48357,1.6451480575738258,0.238512539105698
48359,0.38159722374967414,8.505582809448242e-05
48361,27.021149031658187,0.670344607229312
48363,22.424202245968022,0.4603884515600162
48365,3.267262286733021,0.44785136688988797
48367,23.28683176206697,1.0683530243121013
48369,3.6944085818247734,0.17399504515336708
48371,3.246224432608539,0.25364854379331553
48373,17.65899651559823,0.4139413187708697
48375,140.4527616640629,1.0243621428995529
48377,3.7252103988763627,
48379,1.1542836822067193,0.3091812168398051
48381,27.94854667057216,0.6059444374589356
48383,0.9367642475014152,0.3534687117605149
48385,2.5278511010393703,
48387,1.1592649420134054,0.3780582705988443
48389,2.1811777817152946,0.22327135319801186
48391,6.296973991080958,
48393,0.4195151245546364,
48395,3.5918182389007267,0.3438951295147384
48397,40.7120284245474,1.0705833108563976
48399,6.644492525689866,0.3901713503385092
48401,31.582901478073357,0.45236725539715017
48403,1.633671738048677,0.32259053845050406
48405,3.111312611909635,0.2394838125741508
48407,3.925253787718258,0.15963960079002268
