date,fips_code,lstm_cases_predicted,lstm_cases_residuals,lstm_deaths_predicted,lstm_deaths_residuals
2020-08-06,48001,2367.558983415365,-12.55898341536522,10.084299087524414,-0.08429908752441401
2020-08-06,48003,273.6518807709217,-0.651880770921708,6.054209411144257,-0.05420941114425659
2020-08-06,48005,1854.6596538051963,-99.65965380519629,37.63236427307129,0.36763572692871094
2020-08-06,48007,163.4097157716751,-1.4097157716751099,12.128908038139343,-0.12890803813934326
2020-08-06,48009,19.165098190307617,0.8349018096923828,,
2020-08-06,48011,9.947882637381554,-2.9478826373815536,,
2020-08-06,48013,418.39799559116364,0.6020044088363674,15.188441753387451,0.8115582466125488
2020-08-06,48015,218.20039954781532,-0.20039954781532243,3.0480360984802246,-0.04803609848022472
2020-08-06,48017,160.06556060910225,5.934439390897751,4.043225109577179,-0.043225109577178955
2020-08-06,48019,83.62100553512573,5.378994464874267,3.0292298197746277,-0.029229819774627686
2020-08-06,48021,1312.1033453345299,0.8966546654701251,18.27426928281784,1.7257307171821594
2020-08-06,48023,7.071892350912094,0.9281076490879059,,
2020-08-06,48025,659.8611025810242,36.13889741897583,9.164013355970383,-0.1640133559703827
2020-08-06,48027,3752.629227936268,-72.62922793626785,33.53987634181976,-0.5398763418197632
2020-08-06,48029,41362.05410835147,263.9458916485309,641.5852939486504,31.41470605134964
2020-08-06,48031,99.04611748456955,-1.0461174845695498,5.191058993339539,-0.19105899333953857
2020-08-06,48035,138.5741239786148,-2.574123978614807,2.0255630016326904,-0.02556300163269043
2020-08-06,48037,708.3829480707645,-0.38294807076453674,38.398278534412384,-0.39827853441238403
2020-08-06,48039,6883.805100232363,3.1948997676372244,79.18554717302322,4.814452826976776
2020-08-06,48041,3978.2116465568542,-5.211646556854248,46.34940552711487,-0.34940552711486816
2020-08-06,48043,188.9721075296402,-2.9721075296401978,2.0429747700691223,-0.042974770069122314
2020-08-06,48045,11.177105903625488,-0.17710590362548828,1.0355938076972961,-0.03559380769729614
2020-08-06,48047,98.81201310455799,-4.812013104557991,1.0296791791915894,-0.029679179191589355
2020-08-06,48049,391.9568392634392,-3.9568392634391785,23.178627252578735,-0.17862725257873535
2020-08-06,48051,234.2884839773178,0.7115160226821899,5.087323188781738,0.9126768112182617
2020-08-06,48053,546.5765860676765,-2.576586067676542,7.072825349867344,-0.07282534986734412
2020-08-06,48055,1092.572396337986,3.4276036620140076,24.42515516281128,-0.4251551628112793
2020-08-06,48057,500.36107140779495,10.638928592205048,4.011906050145626,-0.011906050145626068
2020-08-06,48059,43.71806311607361,2.281936883926392,3.026681512594223,-0.026681512594223022
2020-08-06,48061,17125.96311479807,-1561.9631147980692,404.518179923296,-10.518179923295971
2020-08-06,48063,220.92422676086426,-1.9242267608642578,5.05799663066864,-0.05799663066864014
