fips_code,sarimax_case_rmse,sarimax_death_rmse
48001,420.4767445307045,14.572290384337872
48003,72.89753593375552,0.7289929116168918
48005,784.9550191484254,35.827264092153975
48007,56.97553996566188,4.361095314004343
48009,41.76186145945972,
48011,5.867372350674596,
48013,322.08905083395354,9.714293243722427
48015,49.02316534155903,6.52200804358965
48017,41.61171665650038,0.4535674368017581
48019,50.094740402105806,15.665385634218225
48021,558.8107427550431,4.045076304543519
48023,8.240303237921905,
48025,332.4198094970725,13.754946894216458
48027,1333.1472300519824,7.684161701644998
48029,26936.733209366357,515.9216657507027
48031,46.818676276119476,1.0704681726525072
48035,22.268774978252097,3.000703442618219
48037,138.09465165401417,24.210201453470034
48039,2682.1283414331833,62.24649733182046
48041,1147.2945417509072,6.699983439255561
48043,17.057725847242725,0.5617495717276801
48045,1.3192140053591692,0.0005886070770626442
48047,64.25918480934072,15.368845898933838
48049,57.814994322274764,1.4861173613444196
48051,74.83832997143114,0.9684053552611032
48053,571.3539730126115,8.37018002718677
48055,392.3918678578962,9.08718209541429
48057,344.08385598927816,3.9272672892094267
48059,13.61807196457832,1.0248196397484575e-05
48061,10388.227852139265,218.87785801246153
48063,64.56769711855003,4.487843178627326
48065,6.130343882065845,
48067,40.067865185045854,6.2477573912547495
48069,5.419663827245503,0.6123337207774799
48071,309.86455878534036,6.571958077041862
48073,243.3596142119488,16.31781214038807
48075,74.64494673878949,
48077,4.100928568755278,0.4075835986211505
48079,16.952607640658282,
48081,10.721878434476007,1.6781759437687247
48083,41.46146585655025,
48085,1712.7318133299996,15.372251164995783
48087,8.919742985335404,
48089,59.40647260038303,1.468616918601409
48091,467.3067649420347,28.222785321003386
48093,49.62270316808844,0.3578239700187955
48095,36.32134889288066,
48097,35.51848699097804,4.24217409536994
48099,466.30248133336863,4.937155864929518
48101,6.453346044661767,0.3955591196465147
48103,19.924318761669934,0.6632300541660804
48105,55.74042976570521,3.35368861922725
48107,14.443337610259402,1.318048613738343
48109,23.134533787402578,0.00025402049210479944
48111,60.39202439461635,2.5217863702388197
48113,31145.54885945977,175.9201782097797
48115,77.59940550698792,3.7749416490881864
48117,238.7418183947102,1.26846858143584
48119,2.7452686728973967,
48121,3465.869733226984,60.600898870488926
48123,270.8144785911754,14.091200283728677
48125,31.548216914954388,0.6012422837712798
48127,171.8608054866647,5.744562646538029
48129,12.3813462020595,
48131,66.79387770537947,7.86621489196278
48133,10.010540087729245,1.5859057987415364
48135,1815.4242067088346,38.78303252106436
48137,20.878360128604925,
48139,558.4040853117863,25.113774064014628
48141,566.0979288928181,56.2440032745136
48143,342.2566887310542,8.188098418031709
48145,18.520369871699764,1.741049915541092
48147,195.26553491323276,4.102269159224513
48149,30.464856552117183,4.188945727136277
48151,30.82359330979643,0.8863468454134169
48153,47.357019510737096,3.029473151908857
48155,4.749181254562564,
48157,3702.604756744955,84.00376262169672
48159,17.070578389812823,3.930034157395879
48161,108.55191038897091,
48163,77.92156338937261,2.3999404707652423
48165,20.361898353473595,
48167,2151.9304956260853,31.517245234216233
48169,1.9083360222755208,1.7099747726401724
48171,112.30575934845788,5.89243009635801
48173,1.2828939717679577,
48175,53.66574441404472,2.692558135446201
48177,174.33169388223234,6.697757809353763
48179,25.96706887482937,2.5304119170077857
48181,105.79430132984504,19.34440335977343
48183,311.72958917527507,18.50883264297164
48185,212.1630024601564,10.446712834543646
48187,567.3596282354956,30.46295389834875
48189,219.98028437109565,21.684126384392705
48191,4.5145869508199965,0.004749839962811764
48193,49.203491285499325,1.533645542665911
48195,13.81090133828006,1.463258709199328
48197,7.708255079083326,
48199,388.370549693081,4.767109725186346
48201,15825.541498579507,726.679312055125
48203,144.96543684982996,0.02791696655101012
48205,23.874527976874294,0.0002861864460501944
48207,20.984392942014534,
48209,992.6930764027859,15.995551833850122
48211,27.69132661142695,
48213,272.2925122116012,9.359113206182577
48215,6870.829451447662,555.6338378579317
48217,134.34225280880074,8.098525686228053
48219,52.437630077942465,2.440449145552943
48221,218.19334927811556,14.805454440267056
48223,13.175019311641485,6.618518743031997
48225,132.28369947361912,5.006663724832402
48227,173.36920015720082,6.91706588341629
48229,21.46692428757025,0.5642427284640406
48231,95.65759100709415,10.543487056841336
48233,11.330530172233125,1.551402049425775
48235,1.7846416287551492,
48237,70.25422002419273,
48239,445.47568098908323,9.257787108631156
48241,125.84884878261178,14.774557593440932
48243,4.20488444676481,
48245,2323.825035790435,12.351094379122218
48247,3.826479683996262,1.3220472921046569
48249,496.56194527576935,26.492758988337865
48251,475.8997871191274,21.164819323967592
48253,35.90884447877955,
48255,152.90127529146778,9.906407043520423
48257,655.4132986832856,20.193298334164766
48259,34.921035668617336,5.633486568466705
48261,1.835166220434273,0.4940388565646173
48263,4.753947785632501,
48265,174.39457124918147,2.9167548196140065
48267,2.7207617726777307,
48271,13.195900365226418,
48273,392.7332445400721,26.170962162465845
48275,25.137161532135213,
48277,99.36302063885287,11.696177435406392
48279,141.84664534543822,12.118119444775905
48281,100.29151871130813,5.992098370890279
48283,6.198692911498853,6.421965409758982
48285,310.725920036967,15.631497332130792
48287,48.345740931180856,5.125462282343299
48289,65.30397986443305,3.6091032300406334
48291,473.5615933559701,18.040448530480255
48293,26.643629673622144,5.657013558049645
48295,11.783662342229833,
48297,122.55149361601087,5.709234037752286
48299,19.67874833065377,1.357847561400027
48303,701.8637589460675,15.337358157429401
48305,22.196438819309044,0.661801810737866
48307,48.518466954061076,1.4675643866407955
48309,2366.7258848390447,40.80075226073438
48311,10.32549240301755,
48313,75.34428468523497,
48315,19.904778745998996,4.675669820509866
48317,12.018643927370972,1.470431811614696
48319,33.282007225354626,
48321,287.85820879478587,17.87276049578266
48323,641.5714457657533,23.98057223971157
48325,230.00661503341624,5.650419135220814
48327,6.5132301573727815,
48329,594.1963135650968,22.616802342870116
48331,79.212595076101,1.7895083146880812
48333,25.394755581660824,
48335,27.06963018514062,
48337,82.47464054526411,1.9205386396985946
48339,911.1254715799546,13.202226097387184
48341,108.11885941074223,6.325474842366346
48343,9.33466084654274,1.9238991348286243
48345,2.9212325666248806,
48347,539.1158114150081,17.706146179521838
48349,503.28775060888483,11.958038184688334
48351,73.34854425047644,4.012990389456355
48353,54.86423667773409,1.1650775672954259
48355,9692.36801364381,89.73690916942319
48357,33.16882381959538,1.9413240048538996
48359,2.4018483139027054,0.0055297821826101054
48361,217.77508723761608,20.391479449864253
48363,192.8565556879526,6.22298854189202
48365,54.06318772319729,3.557621358969869
48367,434.13602291440617,13.52679885457641
48369,68.91728525663683,0.24649495651308231
48371,110.94721325575145,2.717275712917804
48373,251.0525646688617,9.321819042067865
48375,688.0707023482992,11.715032253660318
48377,37.16495323075986,
48379,36.67535475988962,1.5701099630095994
48381,75.9402686408323,13.404814162614985
48383,22.103466643815192,2.428935183237277
48385,27.798127221493232,
48387,3.4246837240525236,2.4654555995933305
48389,70.39682093651518,2.0156946102168707
48391,191.6704462538779,
48393,2.397996575142419,
48395,121.12686411836584,2.482541209170634
48397,191.78562606693447,7.203607064564429
48399,56.52783468493777,3.2111894017961853
48401,406.3137933706412,3.602534753134981
48403,32.45653704841946,1.409429153936305
48405,27.71496684759706,1.5664561751563788
48407,61.58618847622603,1.4658986513606527
48409,432.9242412433906,43.13597638392038
48411,23.140856904284238,
48413,11.636558546194616,0.7908588661078585
48415,142.62857336536692,1.5197848942070575
48417,3.9300613879613455,
