fips_code,sarimax_case_rmse,sarimax_death_rmse
48419,43.597034098780746,5.741173458359554
48421,17.70595478569442,
48423,1131.7317790892894,37.77935871782123
48425,9.486818228331458,
48427,895.21155394406,117.46307711236652
48429,80.28884994225892,1.6119955238423287
48433,9.680844487956616,
48435,11.96598519957022,1.3722897513722163
48437,7.27238845736364,0.8838849367761312
48439,13330.191865311435,34.22621873128959
48441,1083.040954276263,1.9580403665609327
48443,0.8574760393464868,
48445,63.693438967297986,3.1827603707687593
48447,2.789612438606845,
48449,30.011946132324603,10.009960125672693
48451,565.7850186398589,36.09001914568439
48453,2343.4226564765904,101.95585377074545
48455,41.62204934766036,3.6038396570946705
48457,73.89892551581156,2.7901455380525633
48459,55.26101905873403,5.213322704083725
48461,5.735651321157721,0.7538353545866635
48463,232.991385388171,17.342927058106223
48465,108.81614192821853,44.1321039190897
48467,35.25804436677461,15.236966268594841
48469,1068.2816381541418,14.254822769504035
48471,642.5023217407645,12.06354253619023
48473,42.365387018038255,9.03163214666258
48475,14.580445234283077,0.03129896672316966
48477,27.894223578751333,5.1092049001118145
48479,1748.6271405941231,49.583292701046325
48481,162.7061738579886,22.492864954353212
48483,9.576180558154457,
48485,60.61870962442454,8.409666741969676
48487,34.14613598944422,0.8694973379637085
48489,221.0457755298388,23.626132981080616
48491,1232.0503941083814,46.32510179476054
48493,123.24815397723405,8.164107279396978
48495,14.683716272698202,0.9607704123443379
48497,99.83363285024636,6.687402037000958
48499,167.59171053827518,11.705798803283383
48501,27.263382007766342,2.98406333898186
48503,103.663103157927,2.7585121577037968
48505,32.974678224135964,2.5095966538613506
48507,246.86519761499187,7.461937316328183
