FIPS,date,cases,deaths,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
48331,2020-08-30,425.0,5.0,,,,,,
48331,2020-08-31,430.0,5.0,,,,,,
48331,2020-09-01,430.0,5.0,,,,,,
48331,2020-09-02,440.0,5.0,,,,,,
48331,2020-09-03,441.0,5.0,,,,,,
48331,2020-09-04,445.0,5.0,,,,,,
48331,2020-09-05,447.0,5.0,,,,,,
48331,2020-09-06,447.0,5.0,,,,,,
48331,2020-09-07,447.0,5.0,,,,,,
48331,2020-09-08,452.0,5.0,,,,,,
48331,2020-09-09,452.0,5.0,,,,,,
48331,2020-09-10,452.0,5.0,,,,,,
48331,2020-09-11,462.0,5.0,-13.0,1.0,,,-15.0,
48331,2020-09-12,463.0,5.0,-8.0,,,,-12.0,
48331,2020-09-13,463.0,5.0,,,,,-17.0,
48331,2020-09-14,463.0,5.0,,,,,-14.0,
48331,2020-09-15,463.0,5.0,,,,,-13.0,
48331,2020-09-16,471.0,5.0,,,,,-16.0,
48331,2020-09-17,476.0,5.0,,,,,-15.0,
48331,2020-09-18,478.0,5.0,-8.0,-2.0,,,-15.0,
48331,2020-09-19,479.0,5.0,-13.0,,,,-16.0,
48331,2020-09-20,483.0,5.0,,,,,-12.0,
48331,2020-09-21,483.0,5.0,,,,,-16.0,
48331,2020-09-22,483.0,5.0,,,,,-17.0,
48331,2020-09-23,488.0,5.0,,,,,-14.0,5.0
48331,2020-09-24,488.0,5.0,,,,,-12.0,4.0
48331,2020-09-25,488.0,5.0,-2.0,2.0,,,-16.0,4.0
48331,2020-09-26,495.0,5.0,-3.0,,,,-13.0,
48331,2020-09-27,495.0,6.0,,,,,-6.0,
48331,2020-09-28,498.0,6.0,,,,,-16.0,4.0
48331,2020-09-29,498.0,6.0,,,,,-11.0,4.0
48331,2020-09-30,501.0,6.0,,,,,-14.0,1.0
48331,2020-10-01,509.0,6.0,,,,,-13.0,0.0
48331,2020-10-02,510.0,6.0,6.0,6.0,,,-17.0,1.0
48331,2020-10-03,511.0,6.0,5.0,,,,-16.0,
48333,2020-05-19,1.0,0.0,,,,,,
48333,2020-05-20,1.0,0.0,,,,,,
48333,2020-05-21,1.0,0.0,,,,,,
48333,2020-05-22,1.0,0.0,,,,,,
48333,2020-05-23,1.0,0.0,,,,,,
48333,2020-05-24,1.0,0.0,,,,,,
48333,2020-05-25,1.0,0.0,,,,,,
48333,2020-05-26,1.0,0.0,,,,,,
48333,2020-05-27,1.0,0.0,,,,,,
48333,2020-05-28,1.0,0.0,,,,,,
48333,2020-05-29,1.0,0.0,,,,,,
48333,2020-05-30,1.0,0.0,,,,,,
48333,2020-05-31,1.0,0.0,,,,,,
48333,2020-06-01,1.0,0.0,,,,,,
48333,2020-06-02,1.0,0.0,,,,,,
48333,2020-06-03,1.0,0.0,,,,,,
48333,2020-06-04,1.0,0.0,,,,,,
48333,2020-06-05,1.0,0.0,,,,,,
48333,2020-06-06,1.0,0.0,,,,,,
48333,2020-06-07,1.0,0.0,,,,,,
48333,2020-06-08,1.0,0.0,,,,,,
48333,2020-06-09,1.0,0.0,,,,,,
48333,2020-06-10,1.0,0.0,,,,,,
48333,2020-06-11,1.0,0.0,,,,,,
48333,2020-06-12,1.0,0.0,,,,,,
48333,2020-06-13,1.0,0.0,,,,,,
48333,2020-06-14,1.0,0.0,,,,,,
48333,2020-06-15,1.0,0.0,,,,,,
48333,2020-06-16,1.0,0.0,,,,,,
48333,2020-06-17,1.0,0.0,,,,,,
48333,2020-06-18,1.0,0.0,,,,,,
48333,2020-06-19,1.0,0.0,,,,,,
48333,2020-06-20,1.0,0.0,,,,,,
48333,2020-06-21,1.0,0.0,,,,,,
48333,2020-06-22,1.0,0.0,,,,,,
48333,2020-06-23,1.0,0.0,,,,,,
48333,2020-06-24,1.0,0.0,,,,,,
48333,2020-06-25,1.0,0.0,,,,,,
48333,2020-06-26,1.0,0.0,,,,,,
48333,2020-06-27,1.0,0.0,,,,,,
48333,2020-06-28,1.0,0.0,,,,,,
48333,2020-06-29,1.0,0.0,,,,,,
48333,2020-06-30,1.0,0.0,,,,,,
48333,2020-07-01,1.0,0.0,,,,,,
48333,2020-07-02,1.0,0.0,,,,,,
48333,2020-07-03,1.0,0.0,,,,,,
48333,2020-07-04,1.0,0.0,,,,,,
48333,2020-07-05,1.0,0.0,,,,,,
48333,2020-07-06,1.0,0.0,,,,,,
48333,2020-07-07,1.0,0.0,,,,,,
48333,2020-07-08,3.0,0.0,,,,,,
48333,2020-07-09,6.0,0.0,,,,,,
48333,2020-07-10,6.0,0.0,,,,,,
48333,2020-07-11,7.0,0.0,,,,,,
48333,2020-07-12,7.0,0.0,,,,,,
48333,2020-07-13,7.0,0.0,,,,,,
48333,2020-07-14,7.0,0.0,,,,,,
48333,2020-07-15,7.0,0.0,,,,,,
48333,2020-07-16,7.0,0.0,,,,,,
48333,2020-07-17,7.0,0.0,,,,,,
48333,2020-07-18,7.0,0.0,,,,,,
48333,2020-07-19,7.0,0.0,,,,,,
48333,2020-07-20,8.0,0.0,,,,,,
48333,2020-07-21,8.0,0.0,,,,,,
48333,2020-07-22,10.0,0.0,,,,,,
48333,2020-07-23,11.0,0.0,,,,,,
48333,2020-07-24,12.0,0.0,,,,,,
48333,2020-07-25,13.0,0.0,,,,,,
48333,2020-07-26,13.0,0.0,,,,,,
48333,2020-07-27,14.0,0.0,,,,,,
48333,2020-07-28,14.0,0.0,,,,,,
48333,2020-07-29,14.0,0.0,,,,,,
48333,2020-07-30,14.0,0.0,,,,,,
48333,2020-07-31,15.0,0.0,,,,,,
48333,2020-08-01,15.0,0.0,,,,,,
48333,2020-08-02,15.0,0.0,,,,,,
48333,2020-08-03,15.0,0.0,,,,,,
48333,2020-08-04,16.0,0.0,,,,,,
48333,2020-08-05,16.0,0.0,,,,,,
48333,2020-08-06,16.0,0.0,,,,,,
48333,2020-08-07,19.0,0.0,,,,,,
48333,2020-08-08,22.0,0.0,,,,,,
48333,2020-08-09,22.0,0.0,,,,,,
48333,2020-08-10,22.0,0.0,,,,,,
48333,2020-08-11,22.0,0.0,,,,,,
48333,2020-08-12,24.0,0.0,,,,,,
48333,2020-08-13,26.0,0.0,,,,,,
48333,2020-08-14,26.0,0.0,,,,,,
48333,2020-08-15,26.0,0.0,,,,,,
48333,2020-08-16,26.0,0.0,,,,,,
48333,2020-08-17,26.0,0.0,,,,,,
48333,2020-08-18,27.0,0.0,,,,,,
48333,2020-08-19,27.0,0.0,,,,,,
48333,2020-08-20,30.0,0.0,,,,,,
48333,2020-08-21,31.0,0.0,,,,,,
48333,2020-08-22,31.0,0.0,,,,,,
48333,2020-08-23,31.0,0.0,,,,,,
48333,2020-08-24,31.0,0.0,,,,,,
48333,2020-08-25,31.0,0.0,,,,,,
48333,2020-08-26,31.0,0.0,,,,,,
48333,2020-08-27,31.0,0.0,,,,,,
48333,2020-08-28,33.0,0.0,,,,,,
48333,2020-08-29,33.0,0.0,,,,,,
48333,2020-08-30,34.0,0.0,,,,,,
48333,2020-08-31,35.0,0.0,,,,,,
48333,2020-09-01,35.0,0.0,,,,,,
48333,2020-09-02,35.0,0.0,,,,,,
48333,2020-09-03,35.0,0.0,,,,,,
48333,2020-09-04,35.0,0.0,,,,,,
48333,2020-09-05,35.0,0.0,,,,,,
48333,2020-09-06,35.0,0.0,,,,,,
48333,2020-09-07,35.0,0.0,,,,,,
48333,2020-09-08,35.0,0.0,,,,,,
48333,2020-09-09,40.0,0.0,,,,,,
48333,2020-09-10,40.0,0.0,,,,,,
48333,2020-09-11,42.0,0.0,,,,,,
48333,2020-09-12,42.0,0.0,,,,,,
48333,2020-09-13,42.0,0.0,,,,,,
48333,2020-09-14,42.0,0.0,,,,,,
48333,2020-09-15,45.0,0.0,,,,,,
48333,2020-09-16,46.0,0.0,,,,,,
48333,2020-09-17,50.0,0.0,,,,,,
48333,2020-09-18,51.0,0.0,,,,,,
48333,2020-09-19,52.0,0.0,,,,,,
48333,2020-09-20,52.0,0.0,,,,,,
48333,2020-09-21,52.0,0.0,,,,,,
48333,2020-09-22,55.0,0.0,,,,,,
48333,2020-09-23,59.0,0.0,,,,,,
48333,2020-09-24,59.0,0.0,,,,,,
48333,2020-09-25,59.0,0.0,,,,,,
48333,2020-09-26,59.0,0.0,,,,,,
48333,2020-09-27,59.0,0.0,,,,,,
48333,2020-09-28,59.0,0.0,,,,,,
48333,2020-09-29,59.0,0.0,,,,,,
48333,2020-09-30,59.0,0.0,,,,,,
48333,2020-10-01,59.0,0.0,,,,,,
48333,2020-10-02,60.0,0.0,,,,,,
48333,2020-10-03,61.0,0.0,,,,,,
48335,2020-02-15,0.0,0.0,30.0,3.0,,,,
48335,2020-02-16,0.0,0.0,,6.0,-9.0,,,
48335,2020-02-17,0.0,0.0,,3.0,-26.0,,-10.0,
48335,2020-02-18,0.0,0.0,-31.0,-6.0,-28.0,,-2.0,
48335,2020-02-19,0.0,0.0,-4.0,4.0,-30.0,,2.0,
48335,2020-02-20,0.0,0.0,0.0,3.0,-28.0,,9.0,
48335,2020-02-21,0.0,0.0,-17.0,4.0,-35.0,,5.0,
48335,2020-02-22,0.0,0.0,0.0,-6.0,-30.0,,,
48335,2020-02-23,0.0,0.0,,6.0,-41.0,,,
48335,2020-02-24,0.0,0.0,-9.0,4.0,-38.0,,12.0,
48335,2020-02-25,0.0,0.0,-24.0,-6.0,-40.0,,2.0,
48335,2020-02-26,0.0,0.0,,4.0,-39.0,,3.0,
48335,2020-02-27,0.0,0.0,6.0,7.0,-30.0,,2.0,
48335,2020-02-28,0.0,0.0,40.0,15.0,-39.0,,2.0,
48335,2020-02-29,0.0,0.0,28.0,5.0,-34.0,,,
48335,2020-03-01,0.0,0.0,,9.0,-34.0,,,
48335,2020-03-02,0.0,0.0,,6.0,-52.0,,6.0,
48335,2020-03-03,0.0,0.0,-12.0,-3.0,-53.0,,-3.0,
48335,2020-03-04,0.0,0.0,-11.0,-3.0,-70.0,,2.0,
48335,2020-03-05,0.0,0.0,4.0,1.0,-58.0,,3.0,
48335,2020-03-06,0.0,0.0,11.0,12.0,-61.0,,4.0,
48335,2020-03-07,0.0,0.0,0.0,8.0,-50.0,,,
48335,2020-03-08,0.0,0.0,,7.0,-66.0,,,
48335,2020-03-09,0.0,0.0,-4.0,12.0,-58.0,,-6.0,
48335,2020-03-10,0.0,0.0,-12.0,3.0,-51.0,,-14.0,
48335,2020-03-11,0.0,0.0,,9.0,-52.0,,-17.0,
48335,2020-03-12,0.0,0.0,,4.0,-58.0,,-17.0,
48335,2020-03-13,0.0,0.0,-29.0,24.0,-69.0,,-18.0,
48335,2020-03-14,0.0,0.0,-15.0,5.0,-64.0,,,
48335,2020-03-15,0.0,0.0,,9.0,,,,
48335,2020-03-16,0.0,0.0,-22.0,6.0,,,6.0,
48335,2020-03-17,0.0,0.0,-31.0,19.0,,,-5.0,
48335,2020-03-18,0.0,0.0,-16.0,13.0,-73.0,,-12.0,
48335,2020-03-19,0.0,0.0,-24.0,17.0,-63.0,,-9.0,
48335,2020-03-20,0.0,0.0,-36.0,12.0,-67.0,,-18.0,
48335,2020-03-21,0.0,0.0,-38.0,-6.0,,,,
48335,2020-03-22,0.0,0.0,-38.0,-13.0,-72.0,,,
48335,2020-03-23,0.0,0.0,-38.0,7.0,,,-6.0,
48335,2020-03-24,0.0,0.0,-38.0,0.0,-70.0,,-19.0,
48335,2020-03-25,0.0,0.0,,-1.0,,,-14.0,
48335,2020-03-26,0.0,0.0,-37.0,-6.0,-70.0,,-19.0,
48335,2020-03-27,0.0,0.0,-39.0,-5.0,-71.0,,-26.0,
48335,2020-03-28,0.0,0.0,-32.0,-22.0,,,,
48335,2020-03-29,0.0,0.0,-35.0,-14.0,-70.0,,,
48335,2020-03-30,0.0,0.0,-19.0,-7.0,,,-13.0,
48335,2020-03-31,0.0,0.0,-52.0,-9.0,,,-24.0,
48335,2020-04-01,0.0,0.0,-27.0,-7.0,,,-25.0,
48335,2020-04-02,0.0,0.0,-31.0,-17.0,,,-21.0,
48335,2020-04-03,0.0,0.0,-43.0,-13.0,,,-28.0,
48335,2020-04-04,0.0,0.0,-51.0,-20.0,,,,
48335,2020-04-05,0.0,0.0,-50.0,-23.0,,,,
48335,2020-04-06,0.0,0.0,,,,,-17.0,
48335,2020-04-07,1.0,0.0,,,,,-25.0,
48335,2020-04-08,1.0,0.0,,,,,-25.0,
48335,2020-04-09,1.0,0.0,,,,,-26.0,
48335,2020-04-10,1.0,0.0,,,,,-33.0,
48335,2020-04-11,1.0,0.0,,,,,,
48335,2020-04-12,1.0,0.0,,,,,,
48335,2020-04-13,1.0,0.0,,,,,-18.0,
48335,2020-04-14,1.0,0.0,,,,,-23.0,
48335,2020-04-15,1.0,0.0,,,,,-21.0,
48335,2020-04-16,1.0,0.0,,,,,-23.0,
48335,2020-04-17,1.0,0.0,,,,,-25.0,
48335,2020-04-18,1.0,0.0,,,,,,
48335,2020-04-19,1.0,0.0,,,,,,
48335,2020-04-20,1.0,0.0,,,,,-16.0,
48335,2020-04-21,1.0,0.0,,,,,-18.0,
48335,2020-04-22,1.0,0.0,,,,,-25.0,
48335,2020-04-23,1.0,0.0,,,,,-20.0,
48335,2020-04-24,1.0,0.0,,,,,-29.0,
48335,2020-04-25,1.0,0.0,,,-75.0,,,
48335,2020-04-26,1.0,0.0,,,-73.0,,,
48335,2020-04-27,1.0,0.0,,,,,-8.0,
48335,2020-04-28,1.0,0.0,,,,,-22.0,
48335,2020-04-29,1.0,0.0,,,,,-23.0,
48335,2020-04-30,1.0,0.0,,,,,-20.0,
48335,2020-05-01,1.0,0.0,,,,,-32.0,
48335,2020-05-02,1.0,0.0,,,-75.0,,,
48335,2020-05-03,1.0,0.0,,,,,,
48335,2020-05-04,1.0,0.0,,,,,-15.0,
48335,2020-05-05,1.0,0.0,,,,,-23.0,
48335,2020-05-06,1.0,0.0,,,,,-21.0,
48335,2020-05-07,1.0,0.0,,,,,-26.0,
48335,2020-05-08,1.0,0.0,,,,,-25.0,
48335,2020-05-09,1.0,0.0,,,-62.0,,,
48335,2020-05-10,1.0,0.0,,,-64.0,,,
48335,2020-05-11,1.0,0.0,,,,,-14.0,
48335,2020-05-12,1.0,0.0,,,-75.0,,-18.0,
48335,2020-05-13,1.0,0.0,,,-78.0,,-14.0,
48335,2020-05-14,1.0,0.0,,,,,-20.0,
48335,2020-05-15,1.0,0.0,,,,,-25.0,
48335,2020-05-16,1.0,0.0,,,-66.0,,,
48335,2020-05-17,1.0,0.0,,,-68.0,,,
48335,2020-05-18,1.0,0.0,,,,,-6.0,
48335,2020-05-19,1.0,0.0,,,,,-12.0,
48335,2020-05-20,1.0,0.0,,,-75.0,,-20.0,
48335,2020-05-21,1.0,0.0,,,,,-20.0,
48335,2020-05-22,1.0,0.0,,,-67.0,,-21.0,
48335,2020-05-23,1.0,0.0,,,-55.0,,,
48335,2020-05-24,1.0,0.0,,,-54.0,,,
48335,2020-05-25,1.0,0.0,,,,,-45.0,
48335,2020-05-26,1.0,0.0,,,-72.0,,-16.0,
48335,2020-05-27,1.0,0.0,,,,,-23.0,
48335,2020-05-28,1.0,0.0,,,-74.0,,-18.0,
48335,2020-05-29,1.0,0.0,,,-70.0,,-22.0,
48335,2020-05-30,1.0,0.0,,,-65.0,,,
48335,2020-05-31,1.0,0.0,,,-62.0,,,
48335,2020-06-01,1.0,0.0,,,,,-9.0,
48335,2020-06-02,1.0,0.0,,,-70.0,,-18.0,
48335,2020-06-03,1.0,0.0,,,-66.0,,-14.0,
48335,2020-06-04,1.0,0.0,,,,,-16.0,
48335,2020-06-05,1.0,0.0,,,-70.0,,-23.0,
48335,2020-06-06,1.0,0.0,,,-58.0,,,
48335,2020-06-07,1.0,0.0,,,-65.0,,,
48335,2020-06-08,1.0,0.0,,,,,-5.0,
48335,2020-06-09,1.0,0.0,,,,,-18.0,
48335,2020-06-10,1.0,0.0,,,,,-15.0,
48335,2020-06-11,2.0,0.0,,,,,-17.0,
48335,2020-06-12,2.0,0.0,,,-68.0,,-24.0,
48335,2020-06-13,2.0,0.0,,,-55.0,,,
48335,2020-06-14,2.0,0.0,,,-62.0,,,
48335,2020-06-15,2.0,0.0,,,,,-9.0,
48335,2020-06-16,2.0,0.0,,,,,-19.0,
48335,2020-06-17,2.0,0.0,,,,,-24.0,
48335,2020-06-18,2.0,0.0,,,,,-17.0,
48335,2020-06-19,2.0,0.0,,,-72.0,,-29.0,
48335,2020-06-20,2.0,0.0,,,-56.0,,,
48335,2020-06-21,2.0,0.0,,,-62.0,,,
48335,2020-06-22,2.0,0.0,,,,,-12.0,
48335,2020-06-23,3.0,0.0,,,,,-20.0,
48335,2020-06-24,3.0,0.0,,,,,-10.0,
48335,2020-06-25,4.0,0.0,,,,,-20.0,
48335,2020-06-26,4.0,0.0,,,-65.0,,-19.0,
48335,2020-06-27,4.0,0.0,,,-58.0,,,
48335,2020-06-28,4.0,0.0,,,-63.0,,,
48335,2020-06-29,4.0,0.0,,,,,-7.0,
48335,2020-06-30,5.0,0.0,,,,,-20.0,
48335,2020-07-01,9.0,0.0,,,,,-19.0,
48335,2020-07-02,9.0,0.0,,,-68.0,,-24.0,
48335,2020-07-03,10.0,0.0,,,-65.0,,-43.0,
48335,2020-07-04,10.0,0.0,,,-32.0,,,
48335,2020-07-05,12.0,0.0,,,-70.0,,,
48335,2020-07-06,12.0,0.0,,,-74.0,,-18.0,
48335,2020-07-07,12.0,0.0,,,,,-26.0,
48335,2020-07-08,18.0,0.0,,,,,-29.0,
48335,2020-07-09,21.0,0.0,,,-69.0,,-28.0,
48335,2020-07-10,23.0,0.0,,,-70.0,,-32.0,
48335,2020-07-11,25.0,0.0,,,-67.0,,,
48335,2020-07-12,25.0,0.0,,,,,,
48335,2020-07-13,25.0,0.0,,,,,-18.0,
48335,2020-07-14,26.0,0.0,,,,,-27.0,
48335,2020-07-15,27.0,0.0,,,,,-24.0,
48335,2020-07-16,27.0,0.0,,,,,-25.0,
48335,2020-07-17,27.0,0.0,,,,,-33.0,
48335,2020-07-18,27.0,0.0,,,-63.0,,,
48335,2020-07-19,31.0,0.0,,,-68.0,,,
48335,2020-07-20,31.0,0.0,,,,,-13.0,
48335,2020-07-21,31.0,0.0,,,,,-25.0,
48335,2020-07-22,34.0,0.0,,,,,-23.0,
48335,2020-07-23,34.0,0.0,,,,,-26.0,
48335,2020-07-24,38.0,0.0,,,-65.0,,-34.0,
48335,2020-07-25,41.0,0.0,,,-52.0,,,
48335,2020-07-26,41.0,0.0,,,-67.0,,,
48335,2020-07-27,41.0,0.0,,,,,-17.0,
48335,2020-07-28,42.0,0.0,,,,,-27.0,
48335,2020-07-29,42.0,0.0,,,,,-26.0,
48335,2020-07-30,47.0,0.0,,,,,-25.0,
48335,2020-07-31,49.0,0.0,,,-68.0,,-33.0,
48335,2020-08-01,52.0,0.0,,,-63.0,,,
48335,2020-08-02,52.0,0.0,,,,,,
48335,2020-08-03,52.0,0.0,,,,,-15.0,
48335,2020-08-04,56.0,0.0,,,,,-24.0,
48335,2020-08-05,58.0,0.0,,,,,-20.0,
48335,2020-08-06,59.0,0.0,,,,,-15.0,
48335,2020-08-07,59.0,1.0,,,-70.0,,-23.0,
48335,2020-08-08,61.0,1.0,,,-58.0,,,
48335,2020-08-09,61.0,1.0,,,-65.0,,,
48335,2020-08-10,61.0,1.0,,,,,-12.0,
48335,2020-08-11,68.0,1.0,,,,,-24.0,
48335,2020-08-12,69.0,1.0,,,,,-22.0,
48335,2020-08-13,69.0,1.0,,,,,-27.0,
48335,2020-08-14,70.0,1.0,,,,,-27.0,
48335,2020-08-15,70.0,1.0,,,-70.0,,,
48335,2020-08-16,70.0,1.0,,,,,,
48335,2020-08-17,70.0,1.0,,,,,,
48335,2020-08-18,70.0,1.0,,,,,,
48335,2020-08-19,71.0,1.0,,,,,,
48335,2020-08-20,72.0,1.0,,,,,,
48335,2020-08-21,72.0,1.0,,,,,,
48335,2020-08-22,72.0,1.0,,,,,,
48335,2020-08-23,72.0,1.0,,,,,,
48335,2020-08-24,72.0,1.0,,,,,,
48335,2020-08-25,73.0,1.0,,,,,,
48335,2020-08-26,73.0,1.0,,,,,,
48335,2020-08-27,73.0,1.0,,,,,,
48335,2020-08-28,73.0,1.0,,,,,,
48335,2020-08-29,73.0,1.0,,,,,,
48335,2020-08-30,73.0,1.0,,,,,,
48335,2020-08-31,73.0,1.0,,,,,,
48335,2020-09-01,73.0,1.0,,,,,,
48335,2020-09-02,73.0,1.0,,,,,,
48335,2020-09-03,75.0,1.0,,,,,,
48335,2020-09-04,75.0,1.0,,,,,,
48335,2020-09-05,75.0,1.0,,,,,,
48335,2020-09-06,75.0,1.0,,,,,,
48335,2020-09-07,75.0,1.0,,,,,,
48335,2020-09-08,75.0,1.0,,,,,,
48335,2020-09-09,79.0,1.0,,,,,,
48335,2020-09-10,79.0,1.0,,,,,,
48335,2020-09-11,80.0,1.0,,,-71.0,,-23.0,
48335,2020-09-12,80.0,1.0,,,-59.0,,,
48335,2020-09-13,80.0,1.0,,,-67.0,,,
48335,2020-09-14,80.0,1.0,,,-78.0,,-7.0,
48335,2020-09-15,82.0,1.0,,,-76.0,,-18.0,
48335,2020-09-16,82.0,1.0,,,-77.0,,-15.0,
48335,2020-09-17,84.0,1.0,,,-69.0,,-17.0,
48335,2020-09-18,84.0,1.0,,,-72.0,,-18.0,
48335,2020-09-19,84.0,1.0,,,-63.0,,,
48335,2020-09-20,84.0,1.0,,,-60.0,,,
48335,2020-09-21,84.0,1.0,,,-76.0,,-6.0,
48335,2020-09-22,85.0,1.0,,,-76.0,,-18.0,
48335,2020-09-23,86.0,1.0,,,-78.0,,-14.0,
48335,2020-09-24,87.0,1.0,,,,,-17.0,
48335,2020-09-25,87.0,1.0,,,-79.0,,-20.0,
48335,2020-09-26,90.0,1.0,,,-67.0,,,
48335,2020-09-27,90.0,1.0,,,-74.0,,,
48335,2020-09-28,90.0,1.0,,,,,-5.0,
48335,2020-09-29,91.0,1.0,,,,,-19.0,
48335,2020-09-30,92.0,1.0,,,-78.0,,-18.0,
48335,2020-10-01,94.0,1.0,,,,,-19.0,
48335,2020-10-02,94.0,1.0,,,-69.0,,-24.0,
48335,2020-10-03,98.0,1.0,,,-62.0,,,
48337,2020-02-15,0.0,0.0,7.0,-9.0,,,0.0,
48337,2020-02-16,0.0,0.0,6.0,3.0,,,3.0,
48337,2020-02-17,0.0,0.0,2.0,-8.0,,,-18.0,
48337,2020-02-18,0.0,0.0,6.0,1.0,,,-3.0,
48337,2020-02-19,0.0,0.0,12.0,3.0,,,7.0,
48337,2020-02-20,0.0,0.0,4.0,3.0,,,5.0,
48337,2020-02-21,0.0,0.0,1.0,7.0,,,6.0,
48337,2020-02-22,0.0,0.0,15.0,11.0,,,8.0,
48337,2020-02-23,0.0,0.0,3.0,-5.0,,,2.0,
48337,2020-02-24,0.0,0.0,2.0,-7.0,,,6.0,
48337,2020-02-25,0.0,0.0,13.0,7.0,,,3.0,
48337,2020-02-26,0.0,0.0,14.0,6.0,,,1.0,
48337,2020-02-27,0.0,0.0,26.0,23.0,,,4.0,
48337,2020-02-28,0.0,0.0,15.0,24.0,,,1.0,
48337,2020-02-29,0.0,0.0,16.0,13.0,,,0.0,
48337,2020-03-01,0.0,0.0,25.0,20.0,,,3.0,
48337,2020-03-02,0.0,0.0,8.0,-1.0,,,1.0,
48337,2020-03-03,0.0,0.0,38.0,11.0,,,3.0,
48337,2020-03-04,0.0,0.0,14.0,-1.0,,,0.0,
48337,2020-03-05,0.0,0.0,24.0,23.0,,,6.0,
48337,2020-03-06,0.0,0.0,16.0,20.0,,,8.0,
48337,2020-03-07,0.0,0.0,100.0,34.0,,,9.0,
48337,2020-03-08,0.0,0.0,45.0,8.0,,,-8.0,
48337,2020-03-09,0.0,0.0,22.0,4.0,,,4.0,
48337,2020-03-10,0.0,0.0,32.0,8.0,,,-1.0,
48337,2020-03-11,0.0,0.0,35.0,19.0,,,3.0,
48337,2020-03-12,0.0,0.0,31.0,23.0,,,3.0,
48337,2020-03-13,0.0,0.0,7.0,24.0,,,-7.0,
48337,2020-03-14,0.0,0.0,2.0,-4.0,,,0.0,
48337,2020-03-15,0.0,0.0,8.0,9.0,,,-7.0,
48337,2020-03-16,0.0,0.0,12.0,3.0,,,-15.0,
48337,2020-03-17,0.0,0.0,11.0,-1.0,,,-21.0,
48337,2020-03-18,0.0,0.0,15.0,13.0,,,-19.0,
48337,2020-03-19,0.0,0.0,3.0,15.0,,,-20.0,
48337,2020-03-20,0.0,0.0,-11.0,14.0,,,-24.0,
48337,2020-03-21,0.0,0.0,-18.0,1.0,,,-15.0,
48337,2020-03-22,0.0,0.0,-22.0,-14.0,,,-23.0,
48337,2020-03-23,0.0,0.0,-12.0,-1.0,,,-24.0,
48337,2020-03-24,0.0,0.0,-10.0,-1.0,,,-23.0,
48337,2020-03-25,0.0,0.0,-3.0,3.0,,,-23.0,
48337,2020-03-26,0.0,0.0,-12.0,3.0,,,-26.0,
48337,2020-03-27,1.0,0.0,-21.0,-12.0,,,-32.0,
48337,2020-03-28,1.0,0.0,-17.0,-7.0,,,-18.0,
48337,2020-03-29,1.0,0.0,-21.0,-18.0,,,-30.0,
48337,2020-03-30,1.0,0.0,-20.0,-29.0,,,-30.0,
48337,2020-03-31,1.0,0.0,-6.0,-12.0,,,-30.0,
48337,2020-04-01,1.0,0.0,1.0,-16.0,,,-28.0,
48337,2020-04-02,1.0,0.0,-11.0,-9.0,,,-35.0,
48337,2020-04-03,1.0,0.0,-22.0,-14.0,,,-36.0,
48337,2020-04-04,1.0,0.0,-27.0,-22.0,,,-27.0,
48337,2020-04-05,1.0,0.0,-18.0,-33.0,,,-35.0,
48337,2020-04-06,1.0,0.0,,,,,-31.0,
48337,2020-04-07,1.0,0.0,,,,,-32.0,
48337,2020-04-08,1.0,0.0,,,,,-34.0,
48337,2020-04-09,1.0,0.0,,,,,-34.0,
48337,2020-04-10,1.0,0.0,,,,,-41.0,
48337,2020-04-11,2.0,0.0,,,,,-24.0,
48337,2020-04-12,2.0,0.0,,,,,-33.0,
48337,2020-04-13,2.0,0.0,,,,,-35.0,
48337,2020-04-14,5.0,0.0,,,,,-32.0,
48337,2020-04-15,5.0,0.0,,,,,-33.0,
48337,2020-04-16,5.0,0.0,,,,,-31.0,
48337,2020-04-17,5.0,0.0,,,,,-33.0,
48337,2020-04-18,5.0,0.0,,,,,-23.0,
48337,2020-04-19,5.0,0.0,,,,,-31.0,
48337,2020-04-20,5.0,0.0,,,,,-27.0,
48337,2020-04-21,6.0,1.0,,,,,-29.0,
48337,2020-04-22,6.0,1.0,,,,,-28.0,
48337,2020-04-23,6.0,1.0,,,,,-27.0,
48337,2020-04-24,6.0,1.0,,,,,-29.0,
48337,2020-04-25,6.0,1.0,,,,,-20.0,
48337,2020-04-26,6.0,1.0,,,,,-27.0,
48337,2020-04-27,6.0,1.0,,,,,-29.0,
48337,2020-04-28,6.0,1.0,,,,,-29.0,
48337,2020-04-29,6.0,1.0,,,,,-26.0,
48337,2020-04-30,6.0,1.0,,,,,-25.0,
48337,2020-05-01,6.0,1.0,,,,,-30.0,
48337,2020-05-02,6.0,1.0,,,,,-24.0,
48337,2020-05-03,6.0,1.0,,,,,-18.0,
48337,2020-05-04,7.0,1.0,,,,,-22.0,
48337,2020-05-05,8.0,1.0,,,,,-23.0,
48337,2020-05-06,9.0,1.0,,,,,-23.0,
48337,2020-05-07,9.0,1.0,,,,,-24.0,
48337,2020-05-08,9.0,1.0,,,,,-22.0,
