FIPS,date,cases,deaths,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
48001,2020-02-15,0.0,0.0,3.0,1.0,,,-1.0,
48001,2020-02-16,0.0,0.0,7.0,10.0,,,-4.0,
48001,2020-02-17,0.0,0.0,1.0,-3.0,,,-13.0,3.0
48001,2020-02-18,0.0,0.0,2.0,-4.0,,,0.0,0.0
48001,2020-02-19,0.0,0.0,-5.0,-9.0,,,1.0,2.0
48001,2020-02-20,0.0,0.0,3.0,-1.0,,,-1.0,1.0
48001,2020-02-21,0.0,0.0,4.0,5.0,,-17.0,2.0,1.0
48001,2020-02-22,0.0,0.0,1.0,1.0,,,1.0,
48001,2020-02-23,0.0,0.0,-4.0,3.0,,,1.0,
48001,2020-02-24,0.0,0.0,9.0,-1.0,,,2.0,0.0
48001,2020-02-25,0.0,0.0,11.0,-1.0,,,3.0,-2.0
48001,2020-02-26,0.0,0.0,21.0,7.0,,,5.0,-2.0
48001,2020-02-27,0.0,0.0,16.0,5.0,,,2.0,-3.0
48001,2020-02-28,0.0,0.0,15.0,14.0,,,4.0,-2.0
48001,2020-02-29,0.0,0.0,11.0,16.0,,,3.0,
48001,2020-03-01,0.0,0.0,16.0,15.0,,,3.0,
48001,2020-03-02,0.0,0.0,14.0,7.0,,,2.0,-1.0
48001,2020-03-03,0.0,0.0,21.0,8.0,,,2.0,-2.0
48001,2020-03-04,0.0,0.0,12.0,5.0,,,1.0,2.0
48001,2020-03-05,0.0,0.0,18.0,13.0,,,3.0,-3.0
48001,2020-03-06,0.0,0.0,8.0,10.0,,,3.0,-1.0
48001,2020-03-07,0.0,0.0,9.0,12.0,,,-1.0,
48001,2020-03-08,0.0,0.0,13.0,18.0,,,1.0,
48001,2020-03-09,0.0,0.0,7.0,9.0,,,0.0,2.0
48001,2020-03-10,0.0,0.0,16.0,10.0,,,-1.0,-1.0
48001,2020-03-11,0.0,0.0,23.0,22.0,,,0.0,-1.0
48001,2020-03-12,0.0,0.0,15.0,25.0,,,-3.0,-1.0
48001,2020-03-13,0.0,0.0,9.0,31.0,,,-2.0,1.0
48001,2020-03-14,0.0,0.0,-1.0,23.0,,,-2.0,
48001,2020-03-15,0.0,0.0,-1.0,28.0,,,-1.0,
48001,2020-03-16,0.0,0.0,1.0,17.0,,,-21.0,4.0
48001,2020-03-17,0.0,0.0,-1.0,15.0,,,-23.0,4.0
48001,2020-03-18,0.0,0.0,-4.0,24.0,,,-20.0,5.0
48001,2020-03-19,0.0,0.0,-11.0,25.0,,,-24.0,6.0
48001,2020-03-20,0.0,0.0,-22.0,19.0,,,-24.0,12.0
48001,2020-03-21,0.0,0.0,-34.0,11.0,,,-14.0,
48001,2020-03-22,0.0,0.0,-36.0,5.0,,,-21.0,
48001,2020-03-23,0.0,0.0,-23.0,6.0,,,-21.0,9.0
48001,2020-03-24,0.0,0.0,-18.0,5.0,,,-25.0,8.0
48001,2020-03-25,0.0,0.0,-18.0,9.0,,,-25.0,8.0
48001,2020-03-26,0.0,0.0,-19.0,3.0,,,-27.0,8.0
48001,2020-03-27,0.0,0.0,-24.0,4.0,,,-25.0,11.0
48001,2020-03-28,0.0,0.0,-32.0,-4.0,,,-18.0,
48001,2020-03-29,0.0,0.0,-23.0,1.0,,,-22.0,
48001,2020-03-30,0.0,0.0,-29.0,-7.0,,,-27.0,12.0
48001,2020-03-31,0.0,0.0,-19.0,3.0,,,-32.0,10.0
48001,2020-04-01,1.0,0.0,-8.0,14.0,,,-27.0,11.0
48001,2020-04-02,1.0,0.0,-22.0,3.0,,,-30.0,11.0
48001,2020-04-03,1.0,0.0,-29.0,6.0,,,-28.0,15.0
48001,2020-04-04,1.0,0.0,-45.0,-11.0,,,-26.0,
48001,2020-04-05,1.0,0.0,-39.0,-6.0,,,-26.0,
48001,2020-04-06,1.0,0.0,-31.0,-2.0,,,-28.0,12.0
48001,2020-04-07,1.0,0.0,-26.0,-6.0,,,-33.0,11.0
48001,2020-04-08,1.0,0.0,-24.0,3.0,,,-35.0,12.0
48001,2020-04-09,2.0,0.0,-28.0,-4.0,,,-33.0,12.0
48001,2020-04-10,3.0,0.0,-29.0,-4.0,,,-41.0,16.0
48001,2020-04-11,3.0,0.0,-35.0,-2.0,,,-24.0,
48001,2020-04-12,3.0,0.0,-46.0,-18.0,,,-27.0,
48001,2020-04-13,3.0,0.0,-21.0,-2.0,,,-30.0,11.0
48001,2020-04-14,3.0,0.0,-20.0,-9.0,,,-30.0,11.0
48001,2020-04-15,4.0,0.0,-4.0,7.0,,,-32.0,11.0
48001,2020-04-16,6.0,0.0,-12.0,0.0,,,-31.0,10.0
48001,2020-04-17,6.0,0.0,-25.0,-5.0,,-25.0,-28.0,14.0
48001,2020-04-18,6.0,0.0,-25.0,-4.0,,,-16.0,
48001,2020-04-19,8.0,0.0,-34.0,-16.0,,,-27.0,
48001,2020-04-20,8.0,0.0,-18.0,-3.0,,,-29.0,10.0
48001,2020-04-21,10.0,0.0,-17.0,-5.0,,,-29.0,10.0
48001,2020-04-22,14.0,0.0,-29.0,-12.0,,,-31.0,13.0
48001,2020-04-23,14.0,0.0,-14.0,-5.0,,,-32.0,9.0
48001,2020-04-24,16.0,0.0,-19.0,-2.0,,,-33.0,12.0
48001,2020-04-25,16.0,0.0,-22.0,0.0,,,-14.0,
48001,2020-04-26,18.0,0.0,-17.0,1.0,,,-18.0,
48001,2020-04-27,19.0,0.0,-13.0,-4.0,,,-27.0,10.0
48001,2020-04-28,23.0,0.0,-15.0,-5.0,,,-30.0,6.0
48001,2020-04-29,23.0,0.0,-4.0,5.0,,,-32.0,9.0
48001,2020-04-30,29.0,0.0,-10.0,-2.0,,,-28.0,8.0
48001,2020-05-01,30.0,0.0,-9.0,6.0,,,-24.0,9.0
48001,2020-05-02,32.0,0.0,-12.0,6.0,,,-13.0,
48001,2020-05-03,32.0,0.0,-7.0,5.0,,,-21.0,
48001,2020-05-04,32.0,0.0,-7.0,1.0,,,-24.0,7.0
48001,2020-05-05,34.0,0.0,-5.0,1.0,,,-28.0,9.0
48001,2020-05-06,38.0,0.0,3.0,6.0,,,-30.0,8.0
48001,2020-05-07,40.0,0.0,-10.0,5.0,,,-28.0,7.0
48001,2020-05-08,41.0,0.0,-11.0,1.0,,,-25.0,10.0
48001,2020-05-09,41.0,0.0,-6.0,18.0,,,-8.0,
48001,2020-05-10,41.0,0.0,-7.0,26.0,,,-8.0,
48001,2020-05-11,41.0,0.0,-13.0,0.0,,,-22.0,7.0
48001,2020-05-12,50.0,0.0,-7.0,0.0,,,-24.0,7.0
48001,2020-05-13,50.0,0.0,3.0,10.0,,,-26.0,7.0
48001,2020-05-14,51.0,0.0,-8.0,3.0,,,-23.0,5.0
48001,2020-05-15,52.0,0.0,-14.0,-1.0,,,-22.0,8.0
48001,2020-05-16,54.0,0.0,-22.0,-7.0,,,-12.0,
48001,2020-05-17,54.0,0.0,-16.0,0.0,,,-11.0,
48001,2020-05-18,54.0,0.0,-9.0,1.0,,,-21.0,6.0
48001,2020-05-19,60.0,0.0,-4.0,4.0,,,-23.0,6.0
48001,2020-05-20,61.0,0.0,0.0,9.0,,,-27.0,7.0
48001,2020-05-21,63.0,0.0,-6.0,10.0,,,-26.0,6.0
48001,2020-05-22,63.0,0.0,-10.0,6.0,,,-23.0,7.0
48001,2020-05-23,66.0,0.0,-13.0,13.0,,,-5.0,
48001,2020-05-24,66.0,0.0,-18.0,5.0,,,-11.0,
48001,2020-05-25,66.0,0.0,-26.0,-9.0,,,-59.0,
48001,2020-05-26,66.0,0.0,-6.0,3.0,,,-22.0,6.0
48001,2020-05-27,66.0,0.0,0.0,6.0,,,-20.0,6.0
48001,2020-05-28,66.0,0.0,-5.0,5.0,,,-21.0,5.0
48001,2020-05-29,72.0,0.0,-7.0,4.0,,,-19.0,6.0
48001,2020-05-30,72.0,0.0,-11.0,7.0,,,-4.0,
48001,2020-05-31,72.0,0.0,-8.0,7.0,,,-11.0,
48001,2020-06-01,72.0,0.0,-3.0,4.0,,,-22.0,5.0
48001,2020-06-02,76.0,0.0,-3.0,4.0,,,-24.0,6.0
48001,2020-06-03,78.0,0.0,2.0,15.0,,,-24.0,5.0
48001,2020-06-04,85.0,0.0,0.0,7.0,,,-23.0,4.0
48001,2020-06-05,87.0,0.0,-8.0,6.0,,,-21.0,6.0
48001,2020-06-06,85.0,0.0,-10.0,8.0,,,-6.0,
48001,2020-06-07,85.0,0.0,-6.0,12.0,,,-8.0,
48001,2020-06-08,85.0,0.0,-12.0,0.0,,,-21.0,5.0
48001,2020-06-09,91.0,0.0,-7.0,4.0,,,-24.0,6.0
48001,2020-06-10,91.0,0.0,3.0,9.0,,,-22.0,5.0
48001,2020-06-11,95.0,0.0,-4.0,6.0,,,-24.0,5.0
48001,2020-06-12,95.0,0.0,-9.0,4.0,,,-23.0,7.0
48001,2020-06-13,102.0,0.0,-10.0,6.0,,,-2.0,
48001,2020-06-14,102.0,0.0,-10.0,11.0,,,-10.0,
48001,2020-06-15,102.0,0.0,-9.0,2.0,,,-21.0,5.0
48001,2020-06-16,989.0,2.0,-3.0,4.0,,,-23.0,6.0
48001,2020-06-17,990.0,2.0,1.0,13.0,,,-22.0,4.0
48001,2020-06-18,1003.0,2.0,-4.0,6.0,,,-25.0,4.0
48001,2020-06-19,1007.0,2.0,-7.0,2.0,,,-25.0,5.0
48001,2020-06-20,1006.0,2.0,-10.0,5.0,,,-8.0,
48001,2020-06-21,1006.0,2.0,-8.0,11.0,,,-8.0,
48001,2020-06-22,1006.0,2.0,-15.0,-4.0,,,-24.0,6.0
48001,2020-06-23,1009.0,2.0,-10.0,-3.0,,,-27.0,7.0
48001,2020-06-24,1013.0,2.0,-4.0,2.0,,,-28.0,6.0
48001,2020-06-25,1014.0,2.0,-3.0,0.0,,,-24.0,4.0
48001,2020-06-26,1017.0,2.0,-12.0,-4.0,,,-25.0,8.0
48001,2020-06-27,1017.0,2.0,-16.0,-3.0,,-28.0,-1.0,
48001,2020-06-28,1016.0,2.0,-10.0,0.0,,,-7.0,
48001,2020-06-29,1016.0,2.0,-10.0,-8.0,,,-23.0,6.0
48001,2020-06-30,1032.0,2.0,-4.0,-1.0,,,-26.0,6.0
48001,2020-07-01,1040.0,2.0,7.0,14.0,,,-24.0,5.0
48001,2020-07-02,1063.0,2.0,8.0,13.0,,,-27.0,4.0
48001,2020-07-03,1072.0,2.0,1.0,16.0,,,-42.0,9.0
48001,2020-07-04,1070.0,2.0,-27.0,5.0,,-31.0,-22.0,
48001,2020-07-05,1082.0,2.0,-15.0,1.0,,,-16.0,
48001,2020-07-06,1082.0,2.0,-17.0,-5.0,,,-30.0,9.0
48001,2020-07-07,1108.0,2.0,-17.0,-10.0,,,-34.0,10.0
48001,2020-07-08,1152.0,3.0,-5.0,0.0,,,-27.0,7.0
48001,2020-07-09,1533.0,3.0,-5.0,-1.0,,,-29.0,6.0
48001,2020-07-10,1761.0,3.0,-14.0,-7.0,,,-28.0,9.0
48001,2020-07-11,1796.0,3.0,-15.0,1.0,,-38.0,-10.0,
48001,2020-07-12,1796.0,3.0,-16.0,-1.0,,,-19.0,
48001,2020-07-13,1890.0,3.0,-12.0,-7.0,,,-29.0,7.0
48001,2020-07-14,1917.0,3.0,-6.0,-3.0,,,-32.0,7.0
48001,2020-07-15,1944.0,3.0,0.0,8.0,,,-27.0,6.0
48001,2020-07-16,1956.0,4.0,-9.0,-2.0,,,-29.0,7.0
48001,2020-07-17,2003.0,4.0,-16.0,-4.0,,-20.0,-31.0,9.0
48001,2020-07-18,2017.0,4.0,-19.0,-1.0,,,-12.0,
48001,2020-07-19,2017.0,4.0,-15.0,5.0,,,-14.0,
48001,2020-07-20,2015.0,4.0,-15.0,-6.0,,,-27.0,6.0
48001,2020-07-21,2051.0,4.0,-9.0,-8.0,,,-31.0,7.0
48001,2020-07-22,2062.0,4.0,-2.0,1.0,,,-26.0,6.0
48001,2020-07-23,2077.0,4.0,-6.0,-1.0,,,-26.0,5.0
48001,2020-07-24,2116.0,4.0,-14.0,-5.0,,,-27.0,8.0
48001,2020-07-25,2140.0,4.0,-20.0,-7.0,,-30.0,-11.0,
48001,2020-07-26,2140.0,4.0,-15.0,-4.0,,,-17.0,
48001,2020-07-27,2142.0,8.0,-14.0,-10.0,,,-29.0,7.0
48001,2020-07-28,2162.0,8.0,-10.0,-9.0,,,-29.0,8.0
48001,2020-07-29,2172.0,8.0,-6.0,2.0,,,-25.0,6.0
48001,2020-07-30,2174.0,7.0,-8.0,0.0,,,-28.0,5.0
48001,2020-07-31,2196.0,8.0,-9.0,-2.0,,,-28.0,8.0
48001,2020-08-01,2209.0,8.0,-6.0,5.0,,,-6.0,
48001,2020-08-02,2209.0,8.0,-8.0,4.0,,,-10.0,
48001,2020-08-03,2307.0,9.0,0.0,1.0,,,-26.0,5.0
48001,2020-08-04,2329.0,10.0,-2.0,-2.0,,,-29.0,6.0
48001,2020-08-05,2355.0,10.0,1.0,3.0,,,-28.0,5.0
48001,2020-08-06,2353.0,10.0,-2.0,0.0,,,-26.0,5.0
48001,2020-08-07,2379.0,10.0,-9.0,-1.0,,,-23.0,6.0
48001,2020-08-08,2402.0,12.0,-9.0,1.0,,-22.0,-7.0,
48001,2020-08-09,2402.0,14.0,-7.0,-1.0,,,-8.0,
48001,2020-08-10,2403.0,14.0,-7.0,-1.0,,,-27.0,5.0
48001,2020-08-11,2406.0,14.0,-5.0,-5.0,,,-30.0,6.0
48001,2020-08-12,2428.0,14.0,-1.0,1.0,,,-24.0,6.0
48001,2020-08-13,2437.0,14.0,-8.0,-3.0,,,-26.0,5.0
48001,2020-08-14,2435.0,15.0,-11.0,-8.0,,,-25.0,6.0
48001,2020-08-15,2434.0,16.0,-11.0,-1.0,,,-6.0,
48001,2020-08-16,2434.0,17.0,-8.0,0.0,,,-12.0,
48001,2020-08-17,2434.0,17.0,,,,,,3.0
48001,2020-08-18,2438.0,17.0,,,,,,4.0
48001,2020-08-19,2423.0,17.0,,,,,,4.0
48001,2020-08-20,2416.0,17.0,,,,,,4.0
48001,2020-08-21,2417.0,18.0,,,,,,6.0
48001,2020-08-22,2425.0,18.0,,,,,,
48001,2020-08-23,2425.0,18.0,,,,,,
48001,2020-08-24,2431.0,18.0,,,,,,4.0
48001,2020-08-25,2449.0,18.0,,,,,,5.0
48001,2020-08-26,2453.0,18.0,,,,,,5.0
48001,2020-08-27,2482.0,18.0,,,,,,7.0
48001,2020-08-28,2495.0,18.0,,,,,,6.0
48001,2020-08-29,2502.0,18.0,,,,,,
48001,2020-08-30,2502.0,18.0,,,,,,
48001,2020-08-31,2502.0,18.0,,,,,,4.0
48001,2020-09-01,2520.0,18.0,,,,,,3.0
48001,2020-09-02,2527.0,18.0,,,,,,5.0
48001,2020-09-03,2519.0,18.0,,,,,,5.0
48001,2020-09-04,2538.0,18.0,,,,,,5.0
48001,2020-09-05,2554.0,18.0,,,,,,
48001,2020-09-06,2556.0,18.0,,,,,,
48001,2020-09-07,2556.0,18.0,,,,,-61.0,
48001,2020-09-08,2694.0,18.0,,,,,,3.0
48001,2020-09-09,2744.0,18.0,,,,,,1.0
48001,2020-09-10,2744.0,18.0,,,,,,0.0
48001,2020-09-11,2760.0,20.0,-6.0,-6.0,,-30.0,-18.0,0.0
48001,2020-09-12,2763.0,20.0,-10.0,-2.0,,,-13.0,
48001,2020-09-13,2763.0,24.0,-14.0,-3.0,,,-13.0,
48001,2020-09-14,2762.0,24.0,-13.0,-8.0,,,-14.0,0.0
48001,2020-09-15,2776.0,26.0,-6.0,-4.0,,,-18.0,1.0
48001,2020-09-16,2799.0,26.0,-6.0,-5.0,,,-16.0,1.0
48001,2020-09-17,2812.0,27.0,-6.0,-9.0,,,-19.0,1.0
48001,2020-09-18,1744.0,28.0,-10.0,-7.0,,-34.0,-18.0,3.0
48001,2020-09-19,1741.0,31.0,-10.0,-5.0,,,-11.0,
48001,2020-09-20,1741.0,31.0,-9.0,-4.0,,,-10.0,
48001,2020-09-21,2792.0,31.0,-15.0,-17.0,,,-21.0,5.0
48001,2020-09-22,2801.0,31.0,-12.0,-10.0,,,-20.0,5.0
48001,2020-09-23,2822.0,31.0,-7.0,-7.0,,,-16.0,4.0
48001,2020-09-24,2825.0,31.0,-8.0,-8.0,,,-16.0,2.0
48001,2020-09-25,2825.0,31.0,-11.0,-6.0,,-27.0,-17.0,4.0
48001,2020-09-26,2840.0,31.0,-9.0,-5.0,,,-5.0,1.0
48001,2020-09-27,2840.0,31.0,-12.0,-5.0,,,-11.0,2.0
48001,2020-09-28,2840.0,31.0,-11.0,-6.0,,,-14.0,3.0
48001,2020-09-29,2824.0,31.0,-9.0,-12.0,,,-16.0,3.0
48001,2020-09-30,2832.0,32.0,-1.0,-2.0,,,-16.0,1.0
48001,2020-10-01,2844.0,33.0,3.0,3.0,,-42.0,-15.0,-1.0
48001,2020-10-02,2829.0,34.0,-2.0,0.0,,-25.0,-16.0,1.0
48001,2020-10-03,2821.0,36.0,-5.0,-5.0,,,-4.0,-1.0
48003,2020-02-15,0.0,0.0,-3.0,-8.0,,,-6.0,
48003,2020-02-16,0.0,0.0,17.0,-4.0,,,2.0,
48003,2020-02-17,0.0,0.0,4.0,-1.0,,44.0,-5.0,
48003,2020-02-18,0.0,0.0,1.0,-4.0,,48.0,1.0,
48003,2020-02-19,0.0,0.0,-1.0,-5.0,,49.0,-1.0,
48003,2020-02-20,0.0,0.0,0.0,-5.0,,61.0,5.0,
48003,2020-02-21,0.0,0.0,-7.0,-2.0,,54.0,-15.0,
48003,2020-02-22,0.0,0.0,1.0,-8.0,,,-2.0,
48003,2020-02-23,0.0,0.0,-2.0,-9.0,,,-12.0,
48003,2020-02-24,0.0,0.0,6.0,1.0,,,5.0,
48003,2020-02-25,0.0,0.0,2.0,-4.0,,55.0,1.0,
48003,2020-02-26,0.0,0.0,17.0,-1.0,,,1.0,
48003,2020-02-27,0.0,0.0,16.0,7.0,,61.0,5.0,
48003,2020-02-28,0.0,0.0,12.0,3.0,,52.0,-3.0,
48003,2020-02-29,0.0,0.0,2.0,1.0,,,0.0,
48003,2020-03-01,0.0,0.0,20.0,2.0,,,-2.0,
48003,2020-03-02,0.0,0.0,10.0,2.0,,42.0,5.0,
48003,2020-03-03,0.0,0.0,11.0,0.0,,,5.0,
48003,2020-03-04,0.0,0.0,5.0,-6.0,,44.0,2.0,
48003,2020-03-05,0.0,0.0,4.0,2.0,,58.0,3.0,
48003,2020-03-06,0.0,0.0,4.0,7.0,,48.0,-1.0,
48003,2020-03-07,0.0,0.0,2.0,-4.0,,,-9.0,
48003,2020-03-08,0.0,0.0,5.0,-7.0,,,-2.0,
48003,2020-03-09,0.0,0.0,0.0,-1.0,,,-17.0,
48003,2020-03-10,0.0,0.0,0.0,-7.0,,62.0,-15.0,
48003,2020-03-11,0.0,0.0,-3.0,-3.0,,,-16.0,
48003,2020-03-12,0.0,0.0,-4.0,6.0,,54.0,-18.0,
48003,2020-03-13,0.0,0.0,-14.0,8.0,,34.0,-23.0,
48003,2020-03-14,0.0,0.0,-5.0,4.0,,,-12.0,
48003,2020-03-15,0.0,0.0,-17.0,0.0,,,-8.0,
48003,2020-03-16,0.0,0.0,-13.0,7.0,,31.0,-14.0,
48003,2020-03-17,0.0,0.0,-21.0,8.0,,36.0,-13.0,
48003,2020-03-18,0.0,0.0,-17.0,2.0,,46.0,-17.0,
48003,2020-03-19,0.0,0.0,-19.0,3.0,,47.0,-14.0,
48003,2020-03-20,0.0,0.0,-26.0,12.0,,26.0,-20.0,
48003,2020-03-21,0.0,0.0,-41.0,-9.0,,,-20.0,
48003,2020-03-22,0.0,0.0,-27.0,-11.0,,,-16.0,
48003,2020-03-23,0.0,0.0,-25.0,-14.0,,38.0,-21.0,
48003,2020-03-24,0.0,0.0,-32.0,-5.0,,34.0,-23.0,
48003,2020-03-25,0.0,0.0,-25.0,-7.0,,47.0,-27.0,
48003,2020-03-26,0.0,0.0,-23.0,-14.0,,32.0,-26.0,
48003,2020-03-27,0.0,0.0,-38.0,-12.0,,32.0,-32.0,
48003,2020-03-28,0.0,0.0,-27.0,-13.0,,,-18.0,
48003,2020-03-29,0.0,0.0,-28.0,-22.0,,,-33.0,
48003,2020-03-30,0.0,0.0,-32.0,-14.0,,20.0,-29.0,
48003,2020-03-31,0.0,0.0,-30.0,-17.0,,10.0,-30.0,
48003,2020-04-01,0.0,0.0,-29.0,-14.0,,28.0,-32.0,
48003,2020-04-02,0.0,0.0,-28.0,-12.0,,25.0,-30.0,
48003,2020-04-03,0.0,0.0,-40.0,-21.0,,8.0,-35.0,
48003,2020-04-04,1.0,0.0,-39.0,-24.0,,11.0,-30.0,
48003,2020-04-05,6.0,0.0,-45.0,-40.0,,,-31.0,
48003,2020-04-06,6.0,0.0,,,,27.0,-39.0,
48003,2020-04-07,10.0,0.0,,,,3.0,-39.0,
48003,2020-04-08,10.0,0.0,,,,0.0,-44.0,
48003,2020-04-09,10.0,0.0,,,,2.0,-41.0,
48003,2020-04-10,11.0,0.0,,,,-17.0,-55.0,
48003,2020-04-11,11.0,0.0,,,,-13.0,-36.0,
48003,2020-04-12,11.0,0.0,,,,,-31.0,
48003,2020-04-13,12.0,0.0,,,,-3.0,-37.0,
48003,2020-04-14,13.0,0.0,,,,7.0,-38.0,
48003,2020-04-15,13.0,0.0,,,,24.0,-39.0,
48003,2020-04-16,19.0,0.0,,,,12.0,-37.0,
48003,2020-04-17,19.0,0.0,,,,-10.0,-38.0,
48003,2020-04-18,19.0,0.0,,,,-14.0,-28.0,
48003,2020-04-19,19.0,0.0,,,,,-25.0,
48003,2020-04-20,19.0,0.0,,,,4.0,-32.0,
48003,2020-04-21,19.0,0.0,,,,0.0,-36.0,
48003,2020-04-22,19.0,0.0,,,,-6.0,-38.0,
48003,2020-04-23,19.0,0.0,,,,6.0,-34.0,
48003,2020-04-24,19.0,0.0,,,,-24.0,-35.0,
48003,2020-04-25,19.0,0.0,,,,-8.0,-23.0,
48003,2020-04-26,19.0,0.0,,,,,-27.0,
48003,2020-04-27,19.0,0.0,,,,-22.0,-30.0,
48003,2020-04-28,19.0,0.0,,,,-18.0,-34.0,
48003,2020-04-29,19.0,0.0,,,,-15.0,-34.0,
48003,2020-04-30,19.0,0.0,,,,-14.0,-32.0,
48003,2020-05-01,20.0,0.0,,,,-22.0,-31.0,
48003,2020-05-02,20.0,0.0,,,,-24.0,-26.0,
48003,2020-05-03,21.0,0.0,,,,,-24.0,
48003,2020-05-04,21.0,0.0,,,,-16.0,-27.0,
48003,2020-05-05,21.0,0.0,,,,-23.0,-26.0,
48003,2020-05-06,21.0,0.0,,,,-14.0,-31.0,
48003,2020-05-07,21.0,0.0,,,,-14.0,-28.0,
48003,2020-05-08,21.0,0.0,,,,-14.0,-28.0,
48003,2020-05-09,21.0,0.0,,,,-18.0,-25.0,
48003,2020-05-10,21.0,0.0,,,,,-17.0,
48003,2020-05-11,21.0,0.0,,,,-15.0,-25.0,
48003,2020-05-12,22.0,0.0,,,,-15.0,-26.0,
48003,2020-05-13,22.0,0.0,,,,-7.0,-31.0,
48003,2020-05-14,22.0,0.0,,,,-12.0,-27.0,
48003,2020-05-15,22.0,0.0,-24.0,,,-24.0,-29.0,
48003,2020-05-16,22.0,0.0,,,,-15.0,-25.0,
48003,2020-05-17,22.0,0.0,,,,,-17.0,
48003,2020-05-18,22.0,0.0,,,,-12.0,-25.0,
48003,2020-05-19,22.0,0.0,,,,-17.0,-26.0,
48003,2020-05-20,22.0,0.0,,,,-7.0,-29.0,
48003,2020-05-21,22.0,0.0,,,,0.0,-28.0,
48003,2020-05-22,22.0,0.0,-22.0,,,-16.0,-32.0,
48003,2020-05-23,23.0,0.0,,,,-8.0,-23.0,
48003,2020-05-24,24.0,0.0,,,,,-14.0,
48003,2020-05-25,27.0,0.0,,,,-29.0,-67.0,
48003,2020-05-26,27.0,0.0,,-15.0,,-14.0,-27.0,
48003,2020-05-27,27.0,0.0,,,,-3.0,-32.0,
48003,2020-05-28,27.0,0.0,,,,-5.0,-27.0,
48003,2020-05-29,27.0,0.0,-25.0,-15.0,,-11.0,-31.0,
48003,2020-05-30,27.0,0.0,,,,-5.0,-21.0,
48003,2020-05-31,27.0,0.0,,,,,-14.0,
48003,2020-06-01,27.0,0.0,,,,-8.0,-29.0,
48003,2020-06-02,27.0,0.0,,,,-9.0,-27.0,
48003,2020-06-03,27.0,0.0,,,,-1.0,-29.0,
48003,2020-06-04,27.0,0.0,,,,-10.0,-28.0,
48003,2020-06-05,27.0,0.0,-21.0,,,-17.0,-33.0,
48003,2020-06-06,27.0,0.0,,,,-20.0,-22.0,
48003,2020-06-07,27.0,0.0,,,,,-20.0,
48003,2020-06-08,27.0,0.0,,,,-17.0,-32.0,
48003,2020-06-09,27.0,0.0,,,,-14.0,-28.0,
48003,2020-06-10,27.0,0.0,,,,-5.0,-31.0,
48003,2020-06-11,27.0,0.0,-12.0,,,-8.0,-32.0,
48003,2020-06-12,27.0,0.0,-21.0,,,-7.0,-34.0,
48003,2020-06-13,28.0,0.0,,,,-1.0,-21.0,
48003,2020-06-14,28.0,0.0,,,,,-21.0,
48003,2020-06-15,28.0,0.0,,,,-10.0,-32.0,
48003,2020-06-16,30.0,0.0,-14.0,,,-15.0,-30.0,
48003,2020-06-17,30.0,0.0,,,,-2.0,-33.0,
48003,2020-06-18,33.0,0.0,,,,0.0,-31.0,
48003,2020-06-19,35.0,0.0,-31.0,,,-15.0,-39.0,
48003,2020-06-20,42.0,0.0,,,,-5.0,-22.0,
48003,2020-06-21,44.0,0.0,,,,,-14.0,
48003,2020-06-22,44.0,0.0,,,,-5.0,-34.0,
48003,2020-06-23,44.0,0.0,,,,4.0,-33.0,
48003,2020-06-24,46.0,0.0,,,,-3.0,-33.0,
48003,2020-06-25,51.0,0.0,,,,-4.0,-30.0,
48003,2020-06-26,56.0,0.0,-32.0,,,-21.0,-34.0,
48003,2020-06-27,63.0,0.0,,,,-19.0,-21.0,
48003,2020-06-28,73.0,0.0,,,,,-11.0,
48003,2020-06-29,73.0,0.0,,,,-11.0,-32.0,
48003,2020-06-30,75.0,0.0,-21.0,,,-11.0,-34.0,
48003,2020-07-01,82.0,0.0,-12.0,,,-16.0,-33.0,
48003,2020-07-02,89.0,0.0,,,,-12.0,-36.0,
48003,2020-07-03,90.0,0.0,-36.0,,,-17.0,-55.0,
48003,2020-07-04,98.0,1.0,,,,,-38.0,
48003,2020-07-05,103.0,1.0,,,,,-30.0,
48003,2020-07-06,103.0,1.0,,,,-18.0,-36.0,
48003,2020-07-07,103.0,1.0,-25.0,,,-14.0,-31.0,
48003,2020-07-08,120.0,2.0,,,,-6.0,-35.0,
48003,2020-07-09,132.0,2.0,-19.0,,,-12.0,-31.0,
48003,2020-07-10,132.0,2.0,-33.0,,,-22.0,-37.0,
48003,2020-07-11,155.0,2.0,-21.0,,,-11.0,-22.0,
48003,2020-07-12,169.0,2.0,,,,,-20.0,
48003,2020-07-13,169.0,2.0,,,,-17.0,-34.0,
48003,2020-07-14,170.0,2.0,,,,-13.0,-34.0,
48003,2020-07-15,174.0,2.0,,,,-4.0,-33.0,
48003,2020-07-16,176.0,2.0,,,,-15.0,-35.0,
48003,2020-07-17,181.0,2.0,-20.0,,,-14.0,-38.0,
48003,2020-07-18,187.0,2.0,,,,-9.0,-20.0,
48003,2020-07-19,189.0,2.0,,,,,-23.0,
48003,2020-07-20,189.0,2.0,,,,-15.0,-33.0,
48003,2020-07-21,198.0,3.0,,,,-20.0,-35.0,
48003,2020-07-22,212.0,3.0,,,,-10.0,-34.0,
