fips_code,lstm_case_rmse,lstm_death_rmse,sarimax_case_rmse,sarimax_death_rmse
48001,201.00624618357963,0.9206848326501612,420.4767445307045,14.572290384337874
48003,7.557862930909012,0.2763801646490019,72.8975359337555,0.7289929116168918
48005,29.049744424126864,1.1128801210477628,784.9550191484254,35.82726409215397
48007,15.764732861124553,0.3643737582409131,56.97553996566188,4.361095314004343
48009,5.178137185942098,,41.761861459459716,
48011,1.0773179322162485,,5.867372350674597,
48013,68.54140975133761,0.595392858225288,322.08905083395354,9.714293243722429
48015,15.06793682908561,0.315064438406418,49.02316534155903,6.522008043589651
48017,2.2278432855573778,0.1437911083242857,41.611716656500384,0.4535674368017581
48019,11.739765262791751,0.2853212313403384,50.094740402105806,15.665385634218225
48021,10.846195232698998,0.5039191605307766,558.8107427550431,4.045076304543518
48023,0.8819367808455171,,8.240303237921905,
48025,67.41739885800894,0.6949405928157507,332.4198094970725,13.754946894216456
48027,62.52399044523572,1.1885476525627137,1333.1472300519827,7.684161701644998
48029,674.9477631758092,22.866424385853072,26936.73320936636,515.9216657507027
48031,2.6506791834813894,0.05369285214449542,46.81867627611948,1.0704681726525072
48035,5.777712663495017,0.33873428819734386,22.268774978252093,3.0007034426182186
48037,19.00744581042976,2.781375554574491,138.09465165401414,24.210201453470034
48039,83.83592380999687,1.8028797144098159,2682.128341433184,62.24649733182046
48041,76.72070724135368,0.7112138268973952,1147.2945417509072,6.699983439255562
48043,2.385310485934407,0.183128432549992,17.057725847242725,0.5617495717276801
48045,0.3218633067568551,0.035593807697296136,1.3192140053591692,0.0005886070770626442
48047,5.673891418481468,0.878572840223328,64.25918480934071,15.368845898933838
48049,23.997342155776263,0.4959802441068451,57.81499432227477,1.4861173613444196
48051,2.7444413184317185,0.14814732751755852,74.83832997143114,0.9684053552611032
48053,8.220552730657497,0.3573579331098715,571.3539730126115,8.37018002718677
48055,18.29970141017827,0.5284008674676897,392.3918678578962,9.08718209541429
48057,49.23138461264103,0.2570078302908878,344.08385598927816,3.9272672892094262
48059,6.2709472133893165,0.026681512594223026,13.618071964578322,1.0248196397484576e-05
48061,1069.6541715683843,19.373218404047712,10388.227852139264,218.87785801246156
48063,9.225884601757164,0.3028056458724783,64.56769711855003,4.487843178627326
48065,0.7814912095841899,,6.130343882065844,
48067,5.269423119147488,0.6444905145950232,40.067865185045854,6.2477573912547495
48069,2.285417183784722,0.1431264548572475,5.419663827245502,0.6123337207774799
48071,13.046382520826226,0.5453722366389768,309.86455878534036,6.571958077041862
48073,40.38129895492926,0.6994916972687788,243.3596142119488,16.317812140388067
48075,2.352280644143649,,74.64494673878949,
48077,3.181889890963108,0.12913622165249086,4.100928568755279,0.4075835986211505
48079,3.318481293393212,,16.952607640658282,
48081,1.0635553386144887,0.18254711593405373,10.721878434476007,1.6781759437687247
48083,2.1019015806872594,,41.46146585655025,
48085,529.0428563194704,1.8467217182999291,1712.7318133299993,15.372251164995784
48087,0.5770354260629323,,8.919742985335406,
48089,7.8025443161752275,0.3083678998825269,59.40647260038303,1.4686169186014093
48091,33.49545095177042,2.502685006602701,467.3067649420347,28.222785321003386
48093,7.372936050707329,0.13319042036449555,49.622703168088435,0.3578239700187955
48095,16.253557630462975,,36.32134889288066,
48097,6.2381955320732985,0.22480617732587704,35.51848699097804,4.24217409536994
48099,99.39064700208671,0.3301894513296333,466.30248133336863,4.937155864929519
48101,2.1842102636262064,0.1290132498544486,6.453346044661767,0.3955591196465147
48103,1.0499481158265858,0.030576854944228907,19.924318761669934,0.6632300541660804
48105,2.2650385721532222,0.25175682020536705,55.740429765705215,3.3536886192272504
48107,1.4626478097020508,0.1828841069693797,14.443337610259402,1.318048613738343
48109,1.473262155117922,0.07598075270652771,23.13453378740257,0.00025402049210479944
48111,2.5402910923645683,0.32328375852219354,60.39202439461636,2.52178637023882
48113,4042.4180943677948,7.5107539671148515,31145.54885945977,175.9201782097797
48115,36.75574484951136,0.35786371262008954,77.59940550698792,3.7749416490881855
48117,14.715581555277609,0.2270028746394467,238.7418183947102,1.26846858143584
48119,0.5705077190677639,,2.7452686728973967,
48121,62.06091469097557,1.5634879869252547,3465.8697332269844,60.600898870488926
48123,21.576211967574267,1.0347884492433923,270.81447859117543,14.091200283728677
48125,1.6481334617423191,0.12906356071766212,31.54821691495439,0.6012422837712798
48127,19.147400409148567,0.3658046733648436,171.8608054866647,5.744562646538029
48129,0.7211061591397564,,12.3813462020595,
48131,11.581309722609015,0.8515135896010922,66.79387770537947,7.8662148919627795
48133,6.7456569723569055,0.22109656062489555,10.010540087729245,1.5859057987415364
48135,21.781546794108905,1.080316809323851,1815.4242067088346,38.78303252106436
48137,4.504948214434308,,20.878360128604925,
48139,59.68711292025604,0.9291246252296248,558.4040853117864,25.11377406401463
48141,137.44019286689706,7.155518479855075,566.0979288928181,56.244003274513595
48143,10.833629320921817,0.4376312586138356,342.25668873105417,8.188098418031709
48145,7.835483090553612,0.3476280610786189,18.520369871699764,1.741049915541092
48147,154.4490761308949,0.32545457628782104,195.2655349132328,4.102269159224513
48149,5.417168991005039,0.4075816706452722,30.464856552117187,4.188945727136277
48151,1.460616572200804,0.18550881100801386,30.82359330979643,0.8863468454134169
48153,1.0600981595698844,0.24928898000528835,47.3570195107371,3.0294731519088574
48155,1.7646596322153592,,4.749181254562563,
48157,446.7918835771772,3.5715528061106983,3702.604756744955,84.00376262169672
48159,1.5421177583678574,0.33807616248555755,17.070578389812823,3.930034157395879
48161,21.586977550315176,,108.55191038897092,
48163,100.21449548511322,0.25164051496317225,77.92156338937261,2.3999404707652423
48165,10.652318147455324,,20.361898353473595,
48167,63.13583182647643,1.132766141241188,2151.9304956260853,31.517245234216233
48169,1.332964128937859,0.19544369140363435,1.9083360222755208,1.7099747726401724
48171,13.494811363179732,0.2830826188254883,112.30575934845787,5.89243009635801
48173,0.22990962989921654,,1.2828939717679575,
48175,4.59380061165095,0.2398691194146172,53.665744414044724,2.692558135446201
48177,153.73404634462568,0.4482798997316171,174.33169388223237,6.697757809353763
48179,4.438130356027107,0.2583517754168417,25.967068874829373,2.5304119170077857
48181,24.790849709276902,1.1921777205184838,105.79430132984504,19.34440335977343
48183,59.705809019835684,1.55853854184487,311.72958917527507,18.50883264297164
48185,9.98714789772887,0.5641585132276057,212.1630024601564,10.446712834543646
48187,1078.0927227894413,0.9560660438421492,567.3596282354956,30.46295389834875
48189,58.31999964470584,1.4153720756172867,219.98028437109562,21.684126384392705
48191,1.0364256666991116,0.002860039472579956,4.5145869508199965,0.004749839962811764
48193,14.197805482997651,0.1963625608006116,49.203491285499325,1.533645542665911
48195,3.2251191602497054,0.4145859007726957,13.810901338280061,1.463258709199328
48197,0.9067570666838334,,7.708255079083326,
